Date,Host,Service,Message
"2024-10-14T02:20:25.838Z","""sc-03-prod-westeurope-4b5467f3-cast000000-sc-03-prod-westeurope""","""dmds-service""","{errorMessage=No group level item rules for groupLevelId:1002199227 were found in the CDM., status=ERROR}"
"2024-10-14T02:20:25.836Z","""sc-03-prod-westeurope-67080139-cast000000-sc-03-prod-westeurope""","""dmds-service""","{errorMessage=No group level item rules for groupLevelId:1002199227 were found in the CDM., status=ERROR}"
"2024-10-14T02:20:25.822Z","""sc-03-prod-westeurope-054e6293-cast000000-sc-03-prod-westeurope""","""dmds-service""","{errorMessage=No group level item rules for groupLevelId:1002199227 were found in the CDM., status=ERROR}"
"2024-10-14T02:20:25.807Z","""sc-03-prod-westeurope-4b5467f3-cast000000-sc-03-prod-westeurope""","""dmds-service""","{errorMessage=No group level item rules for groupLevelId:1002199227 were found in the CDM., status=ERROR}"
"2024-10-14T02:20:25.801Z","""sc-03-prod-westeurope-054e6293-cast000000-sc-03-prod-westeurope""","""dmds-service""","{errorMessage=No group level item rules for groupLevelId:1002199227 were found in the CDM., status=ERROR}"
"2024-10-14T02:20:25.801Z","""sc-03-prod-westeurope-8cb5ec23-cast000000-sc-03-prod-westeurope""","""dmds-service""","{errorMessage=No group level item rules for groupLevelId:1002199227 were found in the CDM., status=ERROR}"
"2024-10-14T02:20:25.796Z","""sc-03-prod-westeurope-4b5467f3-cast000000-sc-03-prod-westeurope""","""dmds-service""","{errorMessage=No group level item rules for groupLevelId:1002199227 were found in the CDM., status=ERROR}"
"2024-10-14T02:20:25.794Z","""sc-03-prod-westeurope-8cb5ec23-cast000000-sc-03-prod-westeurope""","""dmds-service""","{errorMessage=No group level item rules for groupLevelId:1002199227 were found in the CDM., status=ERROR}"
"2024-10-14T02:20:25.773Z","""sc-03-prod-westeurope-67080139-cast000000-sc-03-prod-westeurope""","""dmds-service""","{errorMessage=No group level item rules for groupLevelId:1002199227 were found in the CDM., status=ERROR}"
"2024-10-14T02:20:25.758Z","""sc-03-prod-westeurope-054e6293-cast000000-sc-03-prod-westeurope""","""dmds-service""","{errorMessage=No group level item rules for groupLevelId:1002199227 were found in the CDM., status=ERROR}"
"2024-10-14T02:20:25.753Z","""sc-03-prod-westeurope-67080139-cast000000-sc-03-prod-westeurope""","""dmds-service""","{errorMessage=No group level item rules for groupLevelId:1002199227 were found in the CDM., status=ERROR}"
"2024-10-14T02:20:25.753Z","""sc-03-prod-westeurope-054e6293-cast000000-sc-03-prod-westeurope""","""dmds-service""","{errorMessage=No group level item rules for groupLevelId:1002199227 were found in the CDM., status=ERROR}"
"2024-10-14T02:20:25.753Z","""sc-03-prod-westeurope-054e6293-cast000000-sc-03-prod-westeurope""","""dmds-service""","{errorMessage=No group level item rules for groupLevelId:1002199227 were found in the CDM., status=ERROR}"
"2024-10-14T02:20:25.743Z","""sc-03-prod-westeurope-4b5467f3-cast000000-sc-03-prod-westeurope""","""dmds-service""","{errorMessage=No group level item rules for groupLevelId:1002199227 were found in the CDM., status=ERROR}"
"2024-10-14T02:20:25.725Z","""sc-03-prod-westeurope-67080139-cast000000-sc-03-prod-westeurope""","""dmds-service""","{errorMessage=No group level item rules for groupLevelId:1002199227 were found in the CDM., status=ERROR}"
"2024-10-14T02:20:25.712Z","""sc-03-prod-westeurope-8cb5ec23-cast000000-sc-03-prod-westeurope""","""dmds-service""","{errorMessage=No group level item rules for groupLevelId:1002199227 were found in the CDM., status=ERROR}"
"2024-10-14T02:20:25.710Z","""sc-03-prod-westeurope-054e6293-cast000000-sc-03-prod-westeurope""","""dmds-service""","{errorMessage=No group level item rules for groupLevelId:1002199227 were found in the CDM., status=ERROR}"
"2024-10-14T02:20:25.709Z","""sc-03-prod-westeurope-054e6293-cast000000-sc-03-prod-westeurope""","""dmds-service""","{errorMessage=No group level item rules for groupLevelId:1002199227 were found in the CDM., status=ERROR}"
"2024-10-14T02:20:25.703Z","""sc-03-prod-westeurope-67080139-cast000000-sc-03-prod-westeurope""","""dmds-service""","{errorMessage=No group level item rules for groupLevelId:1002199227 were found in the CDM., status=ERROR}"
"2024-10-14T02:20:25.701Z","""sc-03-prod-westeurope-4b5467f3-cast000000-sc-03-prod-westeurope""","""dmds-service""","{errorMessage=No group level item rules for groupLevelId:1002199227 were found in the CDM., status=ERROR}"
"2024-10-14T02:20:25.680Z","""sc-03-prod-westeurope-67080139-cast000000-sc-03-prod-westeurope""","""dmds-service""","{errorMessage=No group level item rules for groupLevelId:1002199227 were found in the CDM., status=ERROR}"
"2024-10-14T02:20:25.670Z","""sc-03-prod-westeurope-8cb5ec23-cast000000-sc-03-prod-westeurope""","""dmds-service""","{errorMessage=No group level item rules for groupLevelId:1002199227 were found in the CDM., status=ERROR}"
"2024-10-14T02:20:25.663Z","""sc-03-prod-westeurope-4b5467f3-cast000000-sc-03-prod-westeurope""","""dmds-service""","{errorMessage=No group level item rules for groupLevelId:1002199227 were found in the CDM., status=ERROR}"
"2024-10-14T02:20:25.659Z","""sc-03-prod-westeurope-054e6293-cast000000-sc-03-prod-westeurope""","""dmds-service""","{errorMessage=No group level item rules for groupLevelId:1002199227 were found in the CDM., status=ERROR}"
"2024-10-14T02:20:25.656Z","""sc-03-prod-westeurope-4b5467f3-cast000000-sc-03-prod-westeurope""","""dmds-service""","{errorMessage=No group level item rules for groupLevelId:1002199227 were found in the CDM., status=ERROR}"
"2024-10-14T02:20:25.656Z","""sc-03-prod-westeurope-8cb5ec23-cast000000-sc-03-prod-westeurope""","""dmds-service""","{errorMessage=No group level item rules for groupLevelId:1002199227 were found in the CDM., status=ERROR}"
"2024-10-14T02:20:25.619Z","""sc-03-prod-westeurope-054e6293-cast000000-sc-03-prod-westeurope""","""dmds-service""","{errorMessage=No group level item rules for groupLevelId:1002199227 were found in the CDM., status=ERROR}"
"2024-10-14T02:20:24.454Z","""ceaidmds-24-8-16-0-prod-vmss-us-eastus2000001""","""dmds-service""","Unable to create the wallet"
"2024-10-14T02:20:22.754Z","""sc-03-prod-southeastasia-9eebd485-cast000000-sc-03-prod-southeastasia""","""df-service""","ErrorInfos: [ Period, Not able to resolve the FilterValues for the filter objectRefId : 2016 with the dataitem: 1000713392, dataItem Label:52 Weeks Rolling, prompt: Period, 52 Weeks Rolling ]Error Code: 3001Exception Message:Not able to resolve the FilterValues for the filter objectRefId : 2016 with the dataitem: 1000713392, dataItem Label:52 Weeks Rolling, prompt: Period"
"2024-10-14T02:20:22.463Z","""ceaidmds-24-8-16-0-prod-vmss-us-eastus2000001""","""dmds-service""","Unable to create the wallet"
"2024-10-14T02:20:20.337Z","""ceaidmds-24-8-16-0-prod-vmss-us-eastus2000003""","""dmds-service""","Unable to create the wallet"
"2024-10-14T02:20:20.013Z","""sc-03-prod-southeastasia-d28f1b19-cast000000-sc-03-prod-southeastasia""","""df-service""","ErrorInfos: [ Period, Not able to resolve the FilterValues for the filter objectRefId : 2016 with the dataitem: 1000713392, dataItem Label:52 Weeks Rolling, prompt: Period, 52 Weeks Rolling ]Error Code: 3001Exception Message:Not able to resolve the FilterValues for the filter objectRefId : 2016 with the dataitem: 1000713392, dataItem Label:52 Weeks Rolling, prompt: Period"
"2024-10-14T02:20:18.863Z","""ceaidmds-24-8-16-0-prod-vmss-us-eastus2000001""","""dmds-service""","Unable to create the wallet"
"2024-10-14T02:20:18.295Z","""ceaidmds-24-8-16-0-prod-vmss-us-eastus2000002""","""dmds-service""","Unable to create the wallet"
"2024-10-14T02:20:13.367Z","""ceaidmds-24-8-16-0-prod-vmss-us-eastus2000000""","""dmds-service""","Unable to create the wallet"
"2024-10-14T02:20:09.450Z","""ceaidmds-24-8-16-0-prod-vmss-us-eastus2000001""","""dmds-service""","Unable to create the wallet"
"2024-10-14T02:20:08.265Z","""dmds-23-7-2-12-prod-vmss-us-eastus2000008""","""dmds-service""","{errorMessage=invalid stream header: 78DAAD53 for blob name 233828/FMSCHEMA/SQL_GEN_DATA_CACHE_V3/tableInfo|233828, status=ERROR}"
"2024-10-14T02:20:08.264Z","""dmds-23-7-2-12-prod-vmss-us-eastus2000008""","""dmds-service""","{errorMessage=Error while downloading blob file name: DIMENSIONCACHE/233828/FMSCHEMA/SQL_GEN_DATA_CACHE_V3/tableInfo|233828, Total duration in ms: 9. - Error :invalid stream header: 78DAAD53, status=ERROR}"
"2024-10-14T02:20:08.025Z","""dmds-23-7-2-12-perf-vmss-us-eastus2000001""","""dmds-service""","[dd.trace 2024-10-14 02:20:07:049 +0000] [dd-trace-processor] WARN datadog.trace.agent.common.writer.ddagent.DDAgentApi - Error while sending 1 (size=1KB) traces. Total: 282324, Received: 282324, Sent: 0, Failed: 282324. java.net.ConnectException: Failed to connect to datadog-agent/172.18.0.2:8126 (Will not log warnings for 5 minutes)"
"2024-10-14T02:20:05.336Z","""ceaidmds-24-8-16-0-prod-vmss-us-eastus2000003""","""dmds-service""","Unable to create the wallet"
"2024-10-14T02:20:04.122Z","""ceaidmds-24-8-16-0-prod-vmss-us-eastus2000001""","""dmds-service""","Unable to create the wallet"
"2024-10-14T02:20:03.286Z","""ceaidmds-24-8-16-0-prod-vmss-us-eastus2000002""","""dmds-service""","Unable to create the wallet"
"2024-10-14T02:20:01.395Z","""sc-03-prod-westeurope-67080139-cast000000-sc-03-prod-westeurope""","""dmds-service""","{errorMessage=No group level item rules for groupLevelId:1002199227 were found in the CDM., status=ERROR}"
"2024-10-14T02:20:01.360Z","""sc-03-prod-westeurope-67080139-cast000000-sc-03-prod-westeurope""","""dmds-service""","{errorMessage=No group level item rules for groupLevelId:1002199227 were found in the CDM., status=ERROR}"
"2024-10-14T02:20:01.354Z","""sc-03-prod-westeurope-054e6293-cast000000-sc-03-prod-westeurope""","""dmds-service""","{errorMessage=No group level item rules for groupLevelId:1002199227 were found in the CDM., status=ERROR}"
"2024-10-14T02:20:01.346Z","""sc-03-prod-westeurope-054e6293-cast000000-sc-03-prod-westeurope""","""dmds-service""","{errorMessage=No group level item rules for groupLevelId:1002199227 were found in the CDM., status=ERROR}"
"2024-10-14T02:20:01.334Z","""sc-03-prod-westeurope-8cb5ec23-cast000000-sc-03-prod-westeurope""","""dmds-service""","{errorMessage=No group level item rules for groupLevelId:1002199227 were found in the CDM., status=ERROR}"
"2024-10-14T02:20:01.332Z","""sc-03-prod-westeurope-054e6293-cast000000-sc-03-prod-westeurope""","""dmds-service""","{errorMessage=No group level item rules for groupLevelId:1002199227 were found in the CDM., status=ERROR}"
"2024-10-14T02:20:01.319Z","""sc-03-prod-westeurope-8cb5ec23-cast000000-sc-03-prod-westeurope""","""dmds-service""","{errorMessage=No group level item rules for groupLevelId:1002199227 were found in the CDM., status=ERROR}"
"2024-10-14T02:20:01.317Z","""sc-03-prod-westeurope-67080139-cast000000-sc-03-prod-westeurope""","""dmds-service""","{errorMessage=No group level item rules for groupLevelId:1002199227 were found in the CDM., status=ERROR}"
"2024-10-14T02:20:01.308Z","""sc-03-prod-westeurope-67080139-cast000000-sc-03-prod-westeurope""","""dmds-service""","{errorMessage=No group level item rules for groupLevelId:1002199227 were found in the CDM., status=ERROR}"
"2024-10-14T02:20:01.299Z","""sc-03-prod-westeurope-8cb5ec23-cast000000-sc-03-prod-westeurope""","""dmds-service""","{errorMessage=No group level item rules for groupLevelId:1002199227 were found in the CDM., status=ERROR}"
"2024-10-14T02:20:01.291Z","""sc-03-prod-westeurope-054e6293-cast000000-sc-03-prod-westeurope""","""dmds-service""","{errorMessage=No group level item rules for groupLevelId:1002199227 were found in the CDM., status=ERROR}"
"2024-10-14T02:20:01.284Z","""sc-03-prod-westeurope-054e6293-cast000000-sc-03-prod-westeurope""","""dmds-service""","{errorMessage=No group level item rules for groupLevelId:1002199227 were found in the CDM., status=ERROR}"
"2024-10-14T02:20:01.278Z","""sc-03-prod-westeurope-4b5467f3-cast000000-sc-03-prod-westeurope""","""dmds-service""","{errorMessage=No group level item rules for groupLevelId:1002199227 were found in the CDM., status=ERROR}"
"2024-10-14T02:20:01.273Z","""sc-03-prod-westeurope-4b5467f3-cast000000-sc-03-prod-westeurope""","""dmds-service""","{errorMessage=No group level item rules for groupLevelId:1002199227 were found in the CDM., status=ERROR}"
"2024-10-14T02:20:01.263Z","""sc-03-prod-westeurope-67080139-cast000000-sc-03-prod-westeurope""","""dmds-service""","{errorMessage=No group level item rules for groupLevelId:1002199227 were found in the CDM., status=ERROR}"
"2024-10-14T02:20:01.250Z","""sc-03-prod-westeurope-8cb5ec23-cast000000-sc-03-prod-westeurope""","""dmds-service""","{errorMessage=No group level item rules for groupLevelId:1002199227 were found in the CDM., status=ERROR}"
"2024-10-14T02:20:01.247Z","""sc-03-prod-westeurope-4b5467f3-cast000000-sc-03-prod-westeurope""","""dmds-service""","{errorMessage=No group level item rules for groupLevelId:1002199227 were found in the CDM., status=ERROR}"
"2024-10-14T02:20:01.245Z","""sc-03-prod-westeurope-054e6293-cast000000-sc-03-prod-westeurope""","""dmds-service""","{errorMessage=No group level item rules for groupLevelId:1002199227 were found in the CDM., status=ERROR}"
"2024-10-14T02:20:01.231Z","""sc-03-prod-westeurope-054e6293-cast000000-sc-03-prod-westeurope""","""dmds-service""","{errorMessage=No group level item rules for groupLevelId:1002199227 were found in the CDM., status=ERROR}"
"2024-10-14T02:20:01.222Z","""sc-03-prod-westeurope-67080139-cast000000-sc-03-prod-westeurope""","""dmds-service""","{errorMessage=No group level item rules for groupLevelId:1002199227 were found in the CDM., status=ERROR}"
"2024-10-14T02:20:01.221Z","""sc-03-prod-westeurope-67080139-cast000000-sc-03-prod-westeurope""","""dmds-service""","{errorMessage=No group level item rules for groupLevelId:1002199227 were found in the CDM., status=ERROR}"
"2024-10-14T02:20:01.206Z","""sc-03-prod-westeurope-8cb5ec23-cast000000-sc-03-prod-westeurope""","""dmds-service""","{errorMessage=No group level item rules for groupLevelId:1002199227 were found in the CDM., status=ERROR}"
"2024-10-14T02:20:01.203Z","""sc-03-prod-westeurope-4b5467f3-cast000000-sc-03-prod-westeurope""","""dmds-service""","{errorMessage=No group level item rules for groupLevelId:1002199227 were found in the CDM., status=ERROR}"
"2024-10-14T02:20:01.202Z","""sc-03-prod-westeurope-054e6293-cast000000-sc-03-prod-westeurope""","""dmds-service""","{errorMessage=No group level item rules for groupLevelId:1002199227 were found in the CDM., status=ERROR}"
"2024-10-14T02:20:01.185Z","""sc-03-prod-westeurope-8cb5ec23-cast000000-sc-03-prod-westeurope""","""dmds-service""","{errorMessage=No group level item rules for groupLevelId:1002199227 were found in the CDM., status=ERROR}"
"2024-10-14T02:20:01.177Z","""sc-03-prod-westeurope-67080139-cast000000-sc-03-prod-westeurope""","""dmds-service""","{errorMessage=No group level item rules for groupLevelId:1002199227 were found in the CDM., status=ERROR}"
"2024-10-14T02:20:01.176Z","""sc-03-prod-westeurope-67080139-cast000000-sc-03-prod-westeurope""","""dmds-service""","{errorMessage=No group level item rules for groupLevelId:1002199227 were found in the CDM., status=ERROR}"
"2024-10-14T02:20:01.162Z","""sc-03-prod-westeurope-8cb5ec23-cast000000-sc-03-prod-westeurope""","""dmds-service""","{errorMessage=No group level item rules for groupLevelId:1002199227 were found in the CDM., status=ERROR}"
"2024-10-14T02:20:01.161Z","""sc-03-prod-westeurope-8cb5ec23-cast000000-sc-03-prod-westeurope""","""dmds-service""","{errorMessage=No group level item rules for groupLevelId:1002199227 were found in the CDM., status=ERROR}"
"2024-10-14T02:20:01.153Z","""sc-03-prod-westeurope-8cb5ec23-cast000000-sc-03-prod-westeurope""","""dmds-service""","{errorMessage=No group level item rules for groupLevelId:1002199227 were found in the CDM., status=ERROR}"
"2024-10-14T02:20:01.129Z","""sc-03-prod-westeurope-054e6293-cast000000-sc-03-prod-westeurope""","""dmds-service""","{errorMessage=No group level item rules for groupLevelId:1002199227 were found in the CDM., status=ERROR}"
"2024-10-14T02:20:01.128Z","""sc-03-prod-westeurope-4b5467f3-cast000000-sc-03-prod-westeurope""","""dmds-service""","{errorMessage=No group level item rules for groupLevelId:1002199227 were found in the CDM., status=ERROR}"
"2024-10-14T02:20:01.125Z","""sc-03-prod-westeurope-67080139-cast000000-sc-03-prod-westeurope""","""dmds-service""","{errorMessage=No group level item rules for groupLevelId:1002199227 were found in the CDM., status=ERROR}"
"2024-10-14T02:20:01.112Z","""sc-03-prod-westeurope-4b5467f3-cast000000-sc-03-prod-westeurope""","""dmds-service""","{errorMessage=No group level item rules for groupLevelId:1002199227 were found in the CDM., status=ERROR}"
"2024-10-14T02:20:01.108Z","""sc-03-prod-westeurope-67080139-cast000000-sc-03-prod-westeurope""","""dmds-service""","{errorMessage=No group level item rules for groupLevelId:1002199227 were found in the CDM., status=ERROR}"
"2024-10-14T02:20:01.104Z","""sc-03-prod-westeurope-67080139-cast000000-sc-03-prod-westeurope""","""dmds-service""","{errorMessage=No group level item rules for groupLevelId:1002199227 were found in the CDM., status=ERROR}"
"2024-10-14T02:20:01.088Z","""sc-03-prod-westeurope-054e6293-cast000000-sc-03-prod-westeurope""","""dmds-service""","{errorMessage=No group level item rules for groupLevelId:1002199227 were found in the CDM., status=ERROR}"
"2024-10-14T02:20:01.083Z","""sc-03-prod-westeurope-8cb5ec23-cast000000-sc-03-prod-westeurope""","""dmds-service""","{errorMessage=No group level item rules for groupLevelId:1002199227 were found in the CDM., status=ERROR}"
"2024-10-14T02:20:01.074Z","""sc-03-prod-westeurope-054e6293-cast000000-sc-03-prod-westeurope""","""dmds-service""","{errorMessage=No group level item rules for groupLevelId:1002199227 were found in the CDM., status=ERROR}"
"2024-10-14T02:20:01.067Z","""sc-03-prod-westeurope-054e6293-cast000000-sc-03-prod-westeurope""","""dmds-service""","{errorMessage=No group level item rules for groupLevelId:1002199227 were found in the CDM., status=ERROR}"
"2024-10-14T02:20:01.055Z","""sc-03-prod-westeurope-8cb5ec23-cast000000-sc-03-prod-westeurope""","""dmds-service""","{errorMessage=No group level item rules for groupLevelId:1002199227 were found in the CDM., status=ERROR}"
"2024-10-14T02:20:01.052Z","""sc-03-prod-westeurope-8cb5ec23-cast000000-sc-03-prod-westeurope""","""dmds-service""","{errorMessage=No group level item rules for groupLevelId:1002199227 were found in the CDM., status=ERROR}"
"2024-10-14T02:20:01.046Z","""sc-03-prod-westeurope-054e6293-cast000000-sc-03-prod-westeurope""","""dmds-service""","{errorMessage=No group level item rules for groupLevelId:1002199227 were found in the CDM., status=ERROR}"
"2024-10-14T02:20:01.033Z","""sc-03-prod-westeurope-054e6293-cast000000-sc-03-prod-westeurope""","""dmds-service""","{errorMessage=No group level item rules for groupLevelId:1002199227 were found in the CDM., status=ERROR}"
"2024-10-14T02:20:01.030Z","""sc-03-prod-westeurope-054e6293-cast000000-sc-03-prod-westeurope""","""dmds-service""","{errorMessage=No group level item rules for groupLevelId:1002199227 were found in the CDM., status=ERROR}"
"2024-10-14T02:20:01.025Z","""sc-03-prod-westeurope-054e6293-cast000000-sc-03-prod-westeurope""","""dmds-service""","{errorMessage=No group level item rules for groupLevelId:1002199227 were found in the CDM., status=ERROR}"
"2024-10-14T02:20:01.006Z","""sc-03-prod-westeurope-8cb5ec23-cast000000-sc-03-prod-westeurope""","""dmds-service""","{errorMessage=No group level item rules for groupLevelId:1002199227 were found in the CDM., status=ERROR}"
"2024-10-14T02:20:01.005Z","""sc-03-prod-westeurope-4b5467f3-cast000000-sc-03-prod-westeurope""","""dmds-service""","{errorMessage=No group level item rules for groupLevelId:1002199227 were found in the CDM., status=ERROR}"
"2024-10-14T02:20:00.998Z","""sc-03-prod-westeurope-8cb5ec23-cast000000-sc-03-prod-westeurope""","""dmds-service""","{errorMessage=No group level item rules for groupLevelId:1002199227 were found in the CDM., status=ERROR}"
"2024-10-14T02:20:00.987Z","""sc-03-prod-westeurope-67080139-cast000000-sc-03-prod-westeurope""","""dmds-service""","{errorMessage=No group level item rules for groupLevelId:1002199227 were found in the CDM., status=ERROR}"
"2024-10-14T02:20:00.982Z","""sc-03-prod-westeurope-4b5467f3-cast000000-sc-03-prod-westeurope""","""dmds-service""","{errorMessage=No group level item rules for groupLevelId:1002199227 were found in the CDM., status=ERROR}"
"2024-10-14T02:20:00.980Z","""sc-03-prod-westeurope-054e6293-cast000000-sc-03-prod-westeurope""","""dmds-service""","{errorMessage=No group level item rules for groupLevelId:1002199227 were found in the CDM., status=ERROR}"
"2024-10-14T02:20:00.966Z","""sc-03-prod-westeurope-8cb5ec23-cast000000-sc-03-prod-westeurope""","""dmds-service""","{errorMessage=No group level item rules for groupLevelId:1002199227 were found in the CDM., status=ERROR}"
"2024-10-14T02:20:00.960Z","""sc-03-prod-westeurope-4b5467f3-cast000000-sc-03-prod-westeurope""","""dmds-service""","{errorMessage=No group level item rules for groupLevelId:1002199227 were found in the CDM., status=ERROR}"
"2024-10-14T02:19:58.363Z","""ceaidmds-24-8-16-0-prod-vmss-us-eastus2000000""","""dmds-service""","Unable to create the wallet"
"2024-10-14T02:19:57.480Z","""dmds-23-7-2-12-uat-vmss-eu-westeurope000000""","""dmds-service""","[dd.trace 2024-10-14 02:19:57:153 +0000] [dd-trace-processor] WARN datadog.trace.agent.common.writer.ddagent.DDAgentApi - Error while sending 1 (size=1KB) traces. Total: 335539, Received: 335539, Sent: 0, Failed: 335539. java.net.ConnectException: Failed to connect to datadog-agent/172.18.0.2:8126 (Will not log warnings for 5 minutes)"
"2024-10-14T02:19:54.438Z","""ceaidmds-24-8-16-0-prod-vmss-us-eastus2000001""","""dmds-service""","Unable to create the wallet"
"2024-10-14T02:19:50.333Z","""ceaidmds-24-8-16-0-prod-vmss-us-eastus2000003""","""dmds-service""","Unable to create the wallet"
"2024-10-14T02:19:48.959Z","""sc-03-prod-eastus2-604a45aa-cast000000-sc-03-prod-eastus2""","""dmds-service""","[dd.trace 2024-10-14 02:19:48:955 +0000] [dd-data-streams-monitor] INFO datadog.trace.agent.core.datastreams.DefaultDataStreamsMonitoring - Agent upgrade detected. Not enabling data streams because it is disabled by config"
"2024-10-14T02:19:48.277Z","""ceaidmds-24-8-16-0-prod-vmss-us-eastus2000002""","""dmds-service""","Unable to create the wallet"
"2024-10-14T02:19:48.060Z","""sc-03-nonprod-eastus2-3dcca0d4-cast000000-sc-03-nonprod-eastus2""","""dmds-service""","{errorMessage=No Suitable Adapter found for 137182/ dataset does not exist, status=ERROR}"
"2024-10-14T02:19:47.975Z","""sc-03-nonprod-eastus2-e5524851-cast000000-sc-03-nonprod-eastus2""","""dmds-service""","{errorMessage=No Suitable Adapter found for 137182/ dataset does not exist, status=ERROR}"
"2024-10-14T02:19:43.362Z","""ceaidmds-24-8-16-0-prod-vmss-us-eastus2000000""","""dmds-service""","Unable to create the wallet"
"2024-10-14T02:19:39.428Z","""ceaidmds-24-8-16-0-prod-vmss-us-eastus2000001""","""dmds-service""","Unable to create the wallet"
"2024-10-14T02:19:37.561Z","""sc-03-prod-eastus2-181563dd-cast000000-sc-03-prod-eastus2""","""dmds-service""","{errorMessage=Error while calling Security CatalogFor dataset id 161909 dataViewId OrderId_1695 not found or not entitled to, status=ERROR}"
"2024-10-14T02:19:35.899Z","""dmds-23-7-2-12-perf-vmss-us-eastus2000000""","""dmds-service""","[dd.trace 2024-10-14 02:19:35:496 +0000] [dd-trace-processor] WARN datadog.trace.agent.common.writer.ddagent.DDAgentApi - Error while sending 1 (size=1KB) traces. Total: 282073, Received: 282073, Sent: 0, Failed: 282073. java.net.ConnectException: Failed to connect to datadog-agent/172.18.0.2:8126 (Will not log warnings for 5 minutes)"
"2024-10-14T02:19:35.491Z","""sc-03-prod-eastus2-604a45aa-cast000000-sc-03-prod-eastus2""","""dmds-service""","{errorMessage=No group level item rules for groupLevelId:1000584052 were found in the CDM., status=ERROR}"
"2024-10-14T02:19:35.327Z","""ceaidmds-24-8-16-0-prod-vmss-us-eastus2000003""","""dmds-service""","Unable to create the wallet"
"2024-10-14T02:19:33.796Z","""sc-03-prod-westeurope-4b5467f3-cast000000-sc-03-prod-westeurope""","""dmds-service""","{errorMessage=No group level item rules for groupLevelId:1002199227 were found in the CDM., status=ERROR}"
"2024-10-14T02:19:33.789Z","""sc-03-prod-westeurope-67080139-cast000000-sc-03-prod-westeurope""","""dmds-service""","{errorMessage=No group level item rules for groupLevelId:1002199227 were found in the CDM., status=ERROR}"
"2024-10-14T02:19:33.785Z","""sc-03-prod-westeurope-67080139-cast000000-sc-03-prod-westeurope""","""dmds-service""","{errorMessage=No group level item rules for groupLevelId:1002199227 were found in the CDM., status=ERROR}"
"2024-10-14T02:19:33.783Z","""sc-03-prod-westeurope-8cb5ec23-cast000000-sc-03-prod-westeurope""","""dmds-service""","{errorMessage=No group level item rules for groupLevelId:1002199227 were found in the CDM., status=ERROR}"
"2024-10-14T02:19:33.769Z","""sc-03-prod-westeurope-4b5467f3-cast000000-sc-03-prod-westeurope""","""dmds-service""","{errorMessage=No group level item rules for groupLevelId:1002199227 were found in the CDM., status=ERROR}"
"2024-10-14T02:19:33.765Z","""sc-03-prod-westeurope-4b5467f3-cast000000-sc-03-prod-westeurope""","""dmds-service""","{errorMessage=No group level item rules for groupLevelId:1002199227 were found in the CDM., status=ERROR}"
"2024-10-14T02:19:33.756Z","""sc-03-prod-westeurope-67080139-cast000000-sc-03-prod-westeurope""","""dmds-service""","{errorMessage=No group level item rules for groupLevelId:1002199227 were found in the CDM., status=ERROR}"
"2024-10-14T02:19:33.750Z","""sc-03-prod-westeurope-054e6293-cast000000-sc-03-prod-westeurope""","""dmds-service""","{errorMessage=No group level item rules for groupLevelId:1002199227 were found in the CDM., status=ERROR}"
"2024-10-14T02:19:33.744Z","""sc-03-prod-westeurope-67080139-cast000000-sc-03-prod-westeurope""","""dmds-service""","{errorMessage=No group level item rules for groupLevelId:1002199227 were found in the CDM., status=ERROR}"
"2024-10-14T02:19:33.733Z","""sc-03-prod-westeurope-054e6293-cast000000-sc-03-prod-westeurope""","""dmds-service""","{errorMessage=No group level item rules for groupLevelId:1002199227 were found in the CDM., status=ERROR}"
"2024-10-14T02:19:33.724Z","""sc-03-prod-westeurope-8cb5ec23-cast000000-sc-03-prod-westeurope""","""dmds-service""","{errorMessage=No group level item rules for groupLevelId:1002199227 were found in the CDM., status=ERROR}"
"2024-10-14T02:19:33.720Z","""sc-03-prod-westeurope-67080139-cast000000-sc-03-prod-westeurope""","""dmds-service""","{errorMessage=No group level item rules for groupLevelId:1002199227 were found in the CDM., status=ERROR}"
"2024-10-14T02:19:33.718Z","""sc-03-prod-westeurope-054e6293-cast000000-sc-03-prod-westeurope""","""dmds-service""","{errorMessage=No group level item rules for groupLevelId:1002199227 were found in the CDM., status=ERROR}"
"2024-10-14T02:19:33.703Z","""sc-03-prod-westeurope-054e6293-cast000000-sc-03-prod-westeurope""","""dmds-service""","{errorMessage=No group level item rules for groupLevelId:1002199227 were found in the CDM., status=ERROR}"
"2024-10-14T02:19:33.703Z","""sc-03-prod-westeurope-4b5467f3-cast000000-sc-03-prod-westeurope""","""dmds-service""","{errorMessage=No group level item rules for groupLevelId:1002199227 were found in the CDM., status=ERROR}"
"2024-10-14T02:19:33.691Z","""sc-03-prod-westeurope-054e6293-cast000000-sc-03-prod-westeurope""","""dmds-service""","{errorMessage=No group level item rules for groupLevelId:1002199227 were found in the CDM., status=ERROR}"
"2024-10-14T02:19:33.680Z","""sc-03-prod-westeurope-4b5467f3-cast000000-sc-03-prod-westeurope""","""dmds-service""","{errorMessage=No group level item rules for groupLevelId:1002199227 were found in the CDM., status=ERROR}"
"2024-10-14T02:19:33.677Z","""sc-03-prod-westeurope-4b5467f3-cast000000-sc-03-prod-westeurope""","""dmds-service""","{errorMessage=No group level item rules for groupLevelId:1002199227 were found in the CDM., status=ERROR}"
